InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName,month,day_of_week,day_of_month
14_BROMWICH_36874,14,36874,Yellow Tail Merlot Ausl,750mL,1,7.99,7.99,2016-02-01,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,0,1
11_CARDEND_1395,11,1395,Old Crow,750mL,2,17.98,8.99,2016-02-01,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
10_HORNSEY_5489,10,5489,DeKuyper Hot Damn Cinnamon,750mL,1,10.99,10.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
17_OLDHAM_3788,17,3788,Patron Silver Tequila,375mL,1,27.99,27.99,2016-02-01,375,1,0.39,9165,ULTRA BEVERAGE COMPANY LLP ,2,0,1
11_CARDEND_3896,11,3896,Zhenka Vodka,375mL,3,9.87,3.29,2016-02-01,375,1,1.18,9552,M S WALKER INC             ,2,0,1
1_HARDERSFIELD_8970,1,8970,Ice Box Manhattan,1.75L,1,9.99,9.99,2016-02-01,1750,1,1.84,8004,SAZERAC CO INC             ,2,0,1
1_HARDERSFIELD_8191,1,8191,Savory & James Deluxe Cream,1.5L,2,40.98,20.49,2016-02-01,1500,1,3.15,4380,CHARLES JACQUIN ET CIE INC ,2,0,1
1_HARDERSFIELD_5656,1,5656,Cabin Fever Maple Liqueur,50mL,2,2.98,1.49,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_8822,1,8822,Absolut 80 Proof,50mL,3,5.97,1.99,2016-02-01,50,1,0.16,17035,PERNOD RICARD USA          ,2,0,1
10_HORNSEY_4390,10,4390,Ron Zacapa 23 Yr Old Rum,750mL,1,45.99,45.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_3997,1,3997,Hornitos Plata Tequila,750mL,1,20.99,20.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
16_LUNDY_41252,16,41252,Beringer Classic Pnt Grigio,1.5L,1,9.99,9.99,2016-02-01,1500,2,0.22,9819,TREASURY WINE ESTATES      ,2,0,1
15_WANBORNE_3300,15,3300,Smirnoff Sorbet Mango/Pasion,50mL,2,1.98,0.99,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
14_BROMWICH_1464,14,1464,Tin Cup Whiskey,750mL,1,27.99,27.99,2016-02-01,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,2,0,1
1_HARDERSFIELD_18988,1,18988,Franzia Chillable Red Tap,5L,1,12.99,12.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
11_CARDEND_13052,11,13052,Ch Ste Michelle Gewurz Colum,750mL,8,63.92,7.99,2016-02-01,750,2,0.9,8673,STE MICHELLE WINE ESTATES  ,2,0,1
15_WANBORNE_3609,15,3609,Smirnoff Vanilla Vodka,50mL,2,1.98,0.99,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
11_CARDEND_3606,11,3606,Smirnoff Raspberry Vodka,50mL,2,1.98,0.99,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_33149,1,33149,Alamos Ridge Malbec Mendoza,750mL,2,17.98,8.99,2016-02-01,750,2,0.22,3252,E & J GALLO WINERY         ,2,0,1
1_HARDERSFIELD_8053,1,8053,Seagrams 7 Crown,50mL,2,1.98,0.99,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
14_BROMWICH_5286,14,5286,Rosita Triple Sec,Liter,2,7.98,3.99,2016-02-01,1000,1,2.1,3924,HEAVEN HILL DISTILLERIES   ,2,0,1
10_HORNSEY_2585,10,2585,Jameson Irish Whiskey,750mL,5,114.95,22.99,2016-02-01,750,1,3.94,17035,PERNOD RICARD USA          ,2,0,1
10_HORNSEY_4916,10,4916,Mr Boston Coffee Brandy,1.75L,1,9.99,9.99,2016-02-01,1750,1,1.84,660,SAZERAC NORTH AMERICA INC. ,2,0,1
19_WINTERVALE_11825,19,11825,Cupcake Cab Svgn,750mL,1,7.99,7.99,2016-02-01,750,2,0.11,9815,WINE GROUP INC             ,2,0,1
12_LEESIDE_3512,12,3512,Pinnacle Vodka,1.75L,3,50.97,16.99,2016-02-01,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
11_CARDEND_10626,11,10626,MezzaCorona Pnt Nr,1.5L,2,21.98,10.99,2016-02-01,1500,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP ,2,0,1
1_HARDERSFIELD_8421,1,8421,Beringer Classic Wh Znfdl,750mL,4,27.96,6.99,2016-02-01,750,2,0.45,9819,TREASURY WINE ESTATES      ,2,0,1
10_HORNSEY_3354,10,3354,Ketel One Vodka,375mL,1,14.99,14.99,2016-02-01,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_4422,10,4422,Jenkins Spiced Rum,1.75L,1,11.49,11.49,2016-02-01,1750,1,1.84,9552,M S WALKER INC             ,2,0,1
17_OLDHAM_5101,17,5101,Dr McGillicuddy's Mentholmnt,750mL,1,13.99,13.99,2016-02-01,750,1,0.79,8004,SAZERAC CO INC             ,2,0,1
10_HORNSEY_1378,10,1378,Jim Beam,375mL,1,9.49,9.49,2016-02-01,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
17_OLDHAM_3364,17,3364,Absolut Ruby Red,1.75L,1,24.99,24.99,2016-02-01,1750,1,1.84,17035,PERNOD RICARD USA          ,2,0,1
10_HORNSEY_3747,10,3747,Gordons Vodka Traveler,750mL,1,6.99,6.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_40098,10,40098,Black Box Merlot Cal,3L,1,18.99,18.99,2016-02-01,3000,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,0,1
17_OLDHAM_2122,17,2122,Canadian Club 1858,750mL,1,9.99,9.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
15_WANBORNE_758,15,758,Cointreau Liqueur,Liter,1,39.99,39.99,2016-02-01,1000,1,1.05,7239,REMY COINTREAU USA INC     ,2,0,1
14_BROMWICH_3405,14,3405,Tito's Handmade Vodka,1.75L,5,144.95,28.99,2016-02-01,1750,1,9.19,4425,MARTIGNETTI COMPANIES,2,0,1
1_HARDERSFIELD_27867,1,27867,Vendange Merlot,1.5L,7,55.93,7.99,2016-02-01,1500,2,1.57,1392,CONSTELLATION BRANDS INC   ,2,0,1
15_WANBORNE_4349,15,4349,Sauza Blue Silver,750mL,1,17.99,17.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
14_BROMWICH_8910,14,8910,Finlandia Vodka,50mL,4,3.96,0.99,2016-02-01,50,1,0.21,1128,BROWN-FORMAN CORP          ,2,0,1
15_WANBORNE_29128,15,29128,Sutter Home Merlot Cal,187mL 4 Pk,1,5.99,5.99,2016-02-01,187,2,0.03,8892,TRINCHERO FAMILY ESTATES   ,2,0,1
15_WANBORNE_7341,15,7341,Smirnoff Watermelon,50mL,1,0.99,0.99,2016-02-01,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
11_CARDEND_2114,11,2114,Black Velvet Canadian Whisky,1.75L,1,15.99,15.99,2016-02-01,1750,1,1.84,1392,CONSTELLATION BRANDS INC   ,2,0,1
14_BROMWICH_6932,14,6932,Santa Rita 120 Chard,750mL,1,5.99,5.99,2016-02-01,750,2,0.11,6785,PALM BAY INTERNATIONAL INC ,2,0,1
18_FURNESS_3893,18,3893,Zhenka 80 Proof,1.75L,3,29.97,9.99,2016-02-01,1750,1,5.51,9552,M S WALKER INC             ,2,0,1
10_HORNSEY_19748,10,19748,Clos du Bois Chard,1.5L,1,21.99,21.99,2016-02-01,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,0,1
13_TARMSWORTH_7996,13,7996,Stock Italian Sweet Vermouth,750mL,1,6.49,6.49,2016-02-01,750,2,0.11,8352,LUXCO INC                  ,2,0,1
10_HORNSEY_2889,10,2889,Buchanans Deluxe 12Yr Scotch,750mL,1,32.99,32.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
16_LUNDY_3879,16,3879,Smirnoff 80 Proof Traveler,750mL,1,10.99,10.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_4678,10,4678,Courvoisier VS Cognac,750mL,1,22.99,22.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
17_OLDHAM_25522,17,25522,Sutter Home Clsc Cab Svgn,187mL 4 Pk,6,35.94,5.99,2016-02-01,187,2,0.17,8892,TRINCHERO FAMILY ESTATES   ,2,0,1
15_WANBORNE_3545,15,3545,Ketel One Vodka,1.75L,6,179.94,29.99,2016-02-01,1750,1,11.02,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_27351,1,27351,Almaden Chard Cal B/B,5L,1,15.99,15.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
17_OLDHAM_8515,17,8515,Baileys Chocolate Cherry,750mL,1,19.99,19.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
14_BROMWICH_3197,14,3197,Pinnacle Vodka 100 Proof,1.75L,1,19.99,19.99,2016-02-01,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
19_WINTERVALE_39087,19,39087,Corbett Canyon Pnt Grigio,3L,2,21.98,10.99,2016-02-01,3000,2,0.9,9815,WINE GROUP INC             ,2,0,1
1_HARDERSFIELD_3893,1,3893,Zhenka 80 Proof,1.75L,11,109.89,9.99,2016-02-01,1750,1,20.21,9552,M S WALKER INC             ,2,0,1
18_FURNESS_4261,18,4261,Capt Morgan Spiced Rum,1.75L,2,43.98,21.99,2016-02-01,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
11_CARDEND_5316,11,5316,Amaretto DiSaronno,50mL,1,2.29,2.29,2016-02-01,50,1,0.05,2555,DISARONNO INTERNATIONAL LLC,2,0,1
1_HARDERSFIELD_388,1,388,Smirnoff 80 Proof,Liter,1,14.49,14.49,2016-02-01,1000,1,1.05,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
17_OLDHAM_2114,17,2114,Black Velvet Canadian Whisky,1.75L,1,15.99,15.99,2016-02-01,1750,1,1.84,1392,CONSTELLATION BRANDS INC   ,2,0,1
10_HORNSEY_5221,10,5221,RumChata Liqueur,375mL,2,21.98,10.99,2016-02-01,375,1,0.79,6213,MHW LTD                    ,2,0,1
15_WANBORNE_8159,15,8159,Jose Cuervo Especial,1.75L,2,51.98,25.99,2016-02-01,1750,1,3.67,7245,PROXIMO SPIRITS INC.       ,2,0,1
12_LEESIDE_31454,12,31454,Foxhorn SE Chard Australia,1.5L,3,20.97,6.99,2016-02-01,1500,2,0.68,9815,WINE GROUP INC             ,2,0,1
13_TARMSWORTH_3706,13,3706,Pinnacle Citrus Vodka,1.75L,1,16.99,16.99,2016-02-01,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
1_HARDERSFIELD_3608,1,3608,Smirnoff Orange Vodka,50mL,12,11.88,0.99,2016-02-01,50,1,0.63,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
18_FURNESS_3896,18,3896,Zhenka Vodka,375mL,1,3.29,3.29,2016-02-01,375,1,0.39,9552,M S WALKER INC             ,2,0,1
1_HARDERSFIELD_5270,1,5270,Southern Comfort,50mL,1,1.99,1.99,2016-02-01,50,1,0.05,1128,BROWN-FORMAN CORP          ,2,0,1
15_WANBORNE_3687,15,3687,Fleischmanns Royal Traveler,750mL,3,14.97,4.99,2016-02-01,750,1,2.36,660,SAZERAC NORTH AMERICA INC. ,2,0,1
14_BROMWICH_34175,14,34175,Lindemans Bin 50 Shiraz,1.5L,3,26.97,8.99,2016-02-01,1500,2,0.68,4425,MARTIGNETTI COMPANIES,2,0,1
1_HARDERSFIELD_4226,1,4226,Bacardi Superior Rum Trav,750mL,2,23.98,11.99,2016-02-01,750,1,1.57,480,BACARDI USA INC            ,2,0,1
1_HARDERSFIELD_8473,1,8473,1800 Silver Tequila,1.75L,1,32.99,32.99,2016-02-01,1750,1,1.84,7245,PROXIMO SPIRITS INC.       ,2,0,1
18_FURNESS_4152,18,4152,Jenkins Rum,750mL,1,5.99,5.99,2016-02-01,750,1,0.79,9552,M S WALKER INC             ,2,0,1
19_WINTERVALE_1476,19,1476,Jim Beam Traveler,1.75L,3,68.97,22.99,2016-02-01,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
18_FURNESS_20855,18,20855,Cockburns Special RSV,750mL,2,25.98,12.99,2016-02-01,750,2,0.22,7240,"PREMIUM PORT WINES, INC.   ",2,0,1
12_LEESIDE_1378,12,1378,Jim Beam,375mL,1,9.49,9.49,2016-02-01,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
11_CARDEND_4438,11,4438,Cruzan Black Cherry Rum,750mL,1,9.99,9.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
10_HORNSEY_3038,10,3038,Zhenka Raspberry Vodka,1.75L,2,21.98,10.99,2016-02-01,1750,1,3.67,9552,M S WALKER INC             ,2,0,1
15_WANBORNE_984,15,984,Patron XO Cafe Liqueur,750mL,1,25.99,25.99,2016-02-01,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,2,0,1
15_WANBORNE_2508,15,2508,Crown Royal No Harvest Rye,50mL,2,3.98,1.99,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_4379,10,4379,Bacardi Coconut,50mL,5,4.95,0.99,2016-02-01,50,1,0.26,480,BACARDI USA INC            ,2,0,1
1_HARDERSFIELD_42350,1,42350,Black Box Shiraz Cntrl Coast,3L,1,18.99,18.99,2016-02-01,3000,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,0,1
1_HARDERSFIELD_1186,1,1186,Evan Williams Single Barrel,750mL,1,27.99,27.99,2016-02-01,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   ,2,0,1
11_CARDEND_13708,11,13708,Bota Box Cab Svgn,3L,1,17.99,17.99,2016-02-01,3000,2,0.45,2242,DELICATO VINEYARDS INC     ,2,0,1
12_LEESIDE_6183,12,6183,Clos du Bois Svgn Bl N Cst,750mL,1,12.99,12.99,2016-02-01,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,0,1
19_WINTERVALE_1373,19,1373,Jim Beam Honey,750mL,1,14.49,14.49,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
10_HORNSEY_27351,10,27351,Almaden Chard Cal B/B,5L,1,15.99,15.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
10_HORNSEY_41405,10,41405,La Posta Angel Plucci Malbec,750mL,1,14.99,14.99,2016-02-01,750,2,0.11,653,STATE WINE & SPIRITS   ,2,0,1
12_LEESIDE_1385,12,1385,Makers Mark,750mL,1,27.99,27.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
12_LEESIDE_3489,12,3489,Tanqueray,1.75L,1,29.99,29.99,2016-02-01,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_38370,15,38370,Oyster Bay Svgn Bl Marlboro,750mL,5,59.95,11.99,2016-02-01,750,2,0.56,4425,MARTIGNETTI COMPANIES,2,0,1
11_CARDEND_27512,11,27512,Warre's Late Bottled Vintage,750mL,1,23.99,23.99,2016-02-01,750,2,0.11,1587,VINEYARD BRANDS INC        ,2,0,1
17_OLDHAM_8620,17,8620,Sambuca Romana,375mL,1,11.99,11.99,2016-02-01,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_39750,1,39750,Red Diamond Merlot Wash,750mL,1,7.95,7.95,2016-02-01,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,2,0,1
11_CARDEND_5031,11,5031,DeKuyper Peppermint Schnapp,1.75L,1,14.99,14.99,2016-02-01,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
15_WANBORNE_827,15,827,Bols Anisette,Liter,1,9.99,9.99,2016-02-01,1000,1,1.05,6213,MHW LTD                    ,2,0,1
11_CARDEND_28947,11,28947,R M Woodbridge Merlot Cal,1.5L,1,11.99,11.99,2016-02-01,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,0,1
17_OLDHAM_32989,17,32989,Barefoot Cab Svgn Cal,1.5L,2,23.98,11.99,2016-02-01,1500,2,0.45,3252,E & J GALLO WINERY         ,2,0,1
10_HORNSEY_5027,10,5027,99 Apples Schnapps Liqueur,750mL,1,13.99,13.99,2016-02-01,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,0,1
14_BROMWICH_1379,14,1379,Jim Beam Traveler,750mL,1,14.49,14.49,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
15_WANBORNE_3549,15,3549,Ketel One Vodka,750mL,1,26.99,26.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
19_WINTERVALE_2121,19,2121,Canadian Club Traveler,750mL,1,9.99,9.99,2016-02-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
12_LEESIDE_6938,12,6938,Vendange Chard,1.5L,1,7.99,7.99,2016-02-01,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,0,1
17_OLDHAM_8761,17,8761,Jose Cuervo Especial,375mL,1,10.99,10.99,2016-02-01,375,1,0.39,7245,PROXIMO SPIRITS INC.       ,2,0,1
15_WANBORNE_21254,15,21254,Renwood Timberline Znfdl,750mL,1,21.99,21.99,2016-02-01,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,0,1
16_LUNDY_5491,16,5491,Rumpleminze,50mL,7,13.93,1.99,2016-02-01,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_16477,10,16477,Cupcake Angel Food,750mL,2,15.98,7.99,2016-02-01,750,2,0.22,9815,WINE GROUP INC             ,2,0,1
10_HORNSEY_8178,10,8178,Bulleit Bourbon,750mL,1,27.99,27.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_10874,15,10874,Cantine Maschio Prosecco Brt,750mL,3,32.97,10.99,2016-02-01,750,2,0.34,516,BANFI PRODUCTS CORP        ,2,0,1
10_HORNSEY_8637,10,8637,Metaxa Ouzo,750mL,2,37.98,18.99,2016-02-01,750,1,1.57,7239,REMY COINTREAU USA INC     ,2,0,1
10_HORNSEY_39648,10,39648,Ch Ste Michelle Indn W Chard,750mL,1,14.99,14.99,2016-02-01,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,2,0,1
14_BROMWICH_27350,14,27350,Almaden Cab Svgn Cal B/B,5L,4,63.96,15.99,2016-02-01,5000,2,3.0,9815,WINE GROUP INC             ,2,0,1
15_WANBORNE_8111,15,8111,Smirnoff 80 Proof,50mL,4,3.96,0.99,2016-02-01,50,1,0.21,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
11_CARDEND_1273,11,1273,Jim Beam Choice,1.75L,1,28.99,28.99,2016-02-01,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
10_HORNSEY_3798,10,3798,Ciroc Apple Vodka,750mL,2,49.98,24.99,2016-02-01,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
11_CARDEND_3858,11,3858,Grey Goose Vodka,750mL,1,23.99,23.99,2016-02-01,750,1,0.79,480,BACARDI USA INC            ,2,0,1
15_WANBORNE_6288,15,6288,Almaden Chablis B/B,5L,1,14.99,14.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
10_HORNSEY_1394,10,1394,Makers Mark,375mL,1,16.99,16.99,2016-02-01,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
15_WANBORNE_4903,15,4903,Bacardi Superior Rum,200mL,1,3.99,3.99,2016-02-01,200,1,0.21,480,BACARDI USA INC            ,2,0,1
16_LUNDY_5392,16,5392,Goldschlager Cinnamon Schnps,750mL,1,19.99,19.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_6682,15,6682,R M Woodbridge Chard Cal,1.5L,4,47.96,11.99,2016-02-01,1500,2,0.9,1392,CONSTELLATION BRANDS INC   ,2,0,1
19_WINTERVALE_3687,19,3687,Fleischmanns Royal Traveler,750mL,2,9.98,4.99,2016-02-01,750,1,1.57,660,SAZERAC NORTH AMERICA INC. ,2,0,1
15_WANBORNE_5847,15,5847,Godiva Chocolate Liqueur,750mL,1,21.99,21.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
14_BROMWICH_4262,14,4262,Capt Morgan Spiced Rum,750mL,1,16.99,16.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
10_HORNSEY_3704,10,3704,Ciroc Pineapple Vodka,750mL,1,24.99,24.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_3805,15,3805,Cuervo Silver Rolling Stones,750mL,3,50.97,16.99,2016-02-01,750,1,2.36,7245,PROXIMO SPIRITS INC.       ,2,0,1
15_WANBORNE_4502,15,4502,E & J XO Brandy,1.75L,1,21.99,21.99,2016-02-01,1750,1,1.84,3252,E & J GALLO WINERY         ,2,0,1
15_WANBORNE_2619,15,2619,Glenmorangie Original 10 Yr,1.75L,1,64.99,64.99,2016-02-01,1750,1,1.84,8112,MOET HENNESSY USA INC      ,2,0,1
10_HORNSEY_5447,10,5447,Jagermeister Liqueur,375mL,2,19.98,9.99,2016-02-01,375,1,0.79,3089,SIDNEY FRANK IMPORTING CO  ,2,0,1
10_HORNSEY_15889,10,15889,R M Woodbridge Malbec,1.5L,1,11.99,11.99,2016-02-01,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,0,1
17_OLDHAM_4683,17,4683,Hennessy VS Cognac,50mL,2,7.98,3.99,2016-02-01,50,1,0.1,8112,MOET HENNESSY USA INC      ,2,0,1
17_OLDHAM_4269,17,4269,Calico Jack Spiced Rum,1.75L,1,12.99,12.99,2016-02-01,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
15_WANBORNE_6459,15,6459,Freixenet Cordon Negro Extr,750mL,1,10.99,10.99,2016-02-01,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,0,1
17_OLDHAM_3168,17,3168,Belvedere UF Intense Vodka,750mL,1,25.99,25.99,2016-02-01,750,1,0.79,8112,MOET HENNESSY USA INC      ,2,0,1
15_WANBORNE_26787,15,26787,Moet & Chandon Imperial,187mL,1,10.49,10.49,2016-02-01,187,2,0.03,8112,MOET HENNESSY USA INC      ,2,0,1
10_HORNSEY_8203,10,8203,Grand Marnier,50mL,6,17.94,2.99,2016-02-01,50,1,0.32,8112,MOET HENNESSY USA INC      ,2,0,1
18_FURNESS_4563,18,4563,Christian Bros Brandy,1.75L,1,18.99,18.99,2016-02-01,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,2,0,1
11_CARDEND_10239,11,10239,Cannonball Cab Svgn Cal,750mL,1,14.99,14.99,2016-02-01,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,0,1
10_HORNSEY_3896,10,3896,Zhenka Vodka,375mL,11,36.19,3.29,2016-02-01,375,1,4.33,9552,M S WALKER INC             ,2,0,1
17_OLDHAM_29169,17,29169,Franzia Tap Merlot,5L,1,17.99,17.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
10_HORNSEY_8068,10,8068,Absolut 80 Proof,1.75L,8,199.92,24.99,2016-02-01,1750,1,14.7,17035,PERNOD RICARD USA          ,2,0,1
12_LEESIDE_1366,12,1366,Red Stag by Jim Beam,50mL,2,2.58,1.29,2016-02-01,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    ,2,0,1
17_OLDHAM_6590,17,6590,Almaden B/B Wh Znfdl Cal,5L,1,14.99,14.99,2016-02-01,5000,2,0.75,9815,WINE GROUP INC             ,2,0,1
1_HARDERSFIELD_13430,1,13430,Agua de Piedra Malbec Selccn,750mL,1,11.99,11.99,2016-02-01,750,2,0.11,7153,PINE STATE TRADING CO      ,2,0,1
1_HARDERSFIELD_36380,1,36380,Sebastiani Znfdl Sonoma Cnty,750mL,1,9.99,9.99,2016-02-01,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,0,1
10_HORNSEY_2668,10,2668,Dewars White Label,375mL,1,13.99,13.99,2016-02-01,375,1,0.39,480,BACARDI USA INC            ,2,0,1
12_LEESIDE_6682,12,6682,R M Woodbridge Chard Cal,1.5L,2,23.98,11.99,2016-02-01,1500,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,0,1
1_HARDERSFIELD_16428,1,16428,HandCraft Artisan Coll Chard,750mL,2,19.98,9.99,2016-02-01,750,2,0.22,2242,DELICATO VINEYARDS INC     ,2,0,1
1_HARDERSFIELD_32907,1,32907,Sterling Vintners Cltn Chard,750mL,1,8.99,8.99,2016-02-01,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES,2,0,1
13_TARMSWORTH_42099,13,42099,Bota Box Pnt Grigio Cal,3L,1,17.99,17.99,2016-02-01,3000,2,0.45,2242,DELICATO VINEYARDS INC     ,2,0,1
1_HARDERSFIELD_4157,1,4157,Smirnoff Green Apple Vodka,50mL,6,5.94,0.99,2016-02-01,50,1,0.32,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_3826,15,3826,Skyy Vodka,1.75L,5,99.95,19.99,2016-02-01,1750,1,9.19,11567,CAMPARI AMERICA            ,2,0,1
14_BROMWICH_4370,14,4370,Ron Virgin White,1.75L,1,14.99,14.99,2016-02-01,1750,1,1.84,9552,M S WALKER INC             ,2,0,1
10_HORNSEY_8576,10,8576,E & J Brandy VS,375mL,2,9.98,4.99,2016-02-01,375,1,0.79,3252,E & J GALLO WINERY         ,2,0,1
10_HORNSEY_3335,10,3335,Tanqueray Sterling Vodka,750mL,1,10.99,10.99,2016-02-01,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
15_WANBORNE_911,15,911,Yukon Jack,Liter,1,20.99,20.99,2016-02-01,1000,1,1.05,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_1232,1,1232,Jack Daniels No 7 Black,750mL,2,45.98,22.99,2016-02-01,750,1,1.57,1128,BROWN-FORMAN CORP          ,2,0,1
1_HARDERSFIELD_3606,1,3606,Smirnoff Raspberry Vodka,50mL,11,10.89,0.99,2016-02-01,50,1,0.58,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
1_HARDERSFIELD_15291,1,15291,Flip Flop Cab Svgn,750mL,3,17.97,5.99,2016-02-01,750,2,0.34,9815,WINE GROUP INC             ,2,0,1
16_LUNDY_8092,16,8092,Johnnie Walker Red Label,50mL,2,4.58,2.29,2016-02-01,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,0,1
